candidate_id,family,target_bin_deg,anchor_candidate,helper_role,p1_length_nm,p1_width_nm,p1_rotation_deg,p1_frac_x,p1_frac_y,p2_length_nm,p2_width_nm,p2_rotation_deg,p2_frac_x,p2_frac_y,p3_length_nm,p3_width_nm,p3_rotation_deg,p3_frac_x,p3_frac_y,p3_x_nm,p3_y_nm,height_nm,period_x_nm,period_y_nm,expected_phase_direction,design_rationale,risk_level,requires_fdtd,status,notes
cpk_rot_release_01,helper_plus_released_rotation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,52.5,0.75,0.75,85,150,97.5,0.25,0.25,80,110,135,0.25,0.75,-85.0,85.0,300,340,340,rotation offset scout with weak anisotropic helper,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_high_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_rot_release_02,helper_plus_released_rotation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,60.0,0.75,0.75,85,150,105.0,0.25,0.25,80,110,135,0.25,0.75,-85.0,85.0,300,340,340,rotation offset scout with weak anisotropic helper,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_rot_release_03,helper_plus_released_rotation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,75.0,0.75,0.75,85,150,120.0,0.25,0.25,80,110,135,0.25,0.75,-85.0,85.0,300,340,340,rotation offset scout with weak anisotropic helper,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_rot_release_04,helper_plus_released_rotation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,82.5,0.75,0.75,85,150,127.5,0.25,0.25,80,110,135,0.25,0.75,-85.0,85.0,300,340,340,rotation offset scout with weak anisotropic helper,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,high_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_rot_release_05,helper_plus_released_rotation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,60.0,0.75,0.75,85,150,105.0,0.25,0.25,70,120,135,0.25,0.75,-85.0,85.0,300,340,340,rotation offset scout with weak anisotropic helper,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_rot_release_06,helper_plus_released_rotation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,75.0,0.75,0.75,85,150,120.0,0.25,0.25,70,120,90,0.25,0.75,-85.0,85.0,300,340,340,rotation offset scout with weak anisotropic helper,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_rot_release_07,helper_plus_released_rotation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,52.5,0.75,0.75,85,150,97.5,0.25,0.25,60,120,135,0.25,0.75,-85.0,85.0,300,340,340,rotation offset scout with weak anisotropic helper,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_high_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_rot_release_08,helper_plus_released_rotation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,82.5,0.75,0.75,85,150,127.5,0.25,0.25,60,120,90,0.25,0.75,-85.0,85.0,300,340,340,rotation offset scout with weak anisotropic helper,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,high_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_rot_release_09,helper_plus_released_rotation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,90,110,90,0.25,0.75,-85.0,85.0,300,340,340,rotation offset scout with weak anisotropic helper,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_height_prop_01,helper_plus_height_propagation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,80,110,135,0.25,0.75,-85.0,85.0,260,340,340,height/material propagation phase scout,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_height_prop_02,helper_plus_height_propagation,-180,hr_phase_delay_03,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,75,115,120,0.25,0.75,-85.0,85.0,300,340,340,height/material propagation phase scout,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_height_prop_03,helper_plus_height_propagation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,90,110,90,0.25,0.75,-85.0,85.0,340,340,340,height/material propagation phase scout,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_height_prop_04,helper_plus_height_propagation,-180,hr_phase_delay_03,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,135,0.25,0.75,-85.0,85.0,380,340,340,height/material propagation phase scout,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_high_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_height_prop_05,helper_plus_height_propagation,-180,hr_aniso_push_08,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,135,0.25,0.75,-85.0,85.0,420,340,340,height/material propagation phase scout,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_high_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
cpk_height_prop_06,helper_plus_height_propagation,-180,hr_phase_delay_03,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,60,120,90,0.25,0.75,-85.0,85.0,260,340,340,height/material propagation phase scout,Combined phase-knob scout: keep APCD core spin-selective role while combining helper with rotation/height/period/position propagation phase knobs.,medium_risk,true,not_evaluated,"planning only; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp in 09-P48/P50"
