candidate_id,family,source_file,phase_deg,nearest_target_bin_deg,phase_error_to_bin_deg,best_missing_target_deg,phase_error_to_best_missing_deg,target_conversion,opposite_spin_leakage,conversion_to_leakage_ratio,PD,early_pass,near_pass,status_class,role
cpk_refine_weak_helper_03,weak_helper_leakage_recovery,combined_phase_knob_p60_fdtd_summary.csv,-115.182,-120,4.817999999999984,,,0.920946,0.100133,9.1972,0.803868,True,False,early_pass,P57 reference; phase-near--120 early-pass comparison
cpk_refine_weak_helper_04,weak_helper_leakage_recovery,combined_phase_knob_p60_fdtd_summary.csv,-113.64385046285496,-120,6.356149537145029,,,0.9327497100218252,0.0834227064963415,11.181005138601561,0.8358099370919736,True,False,early_pass,P60 priority-2; weak-helper local tuning around weak_helper_03
cpk_refine_htrans_03,height_transition_sweep,combined_phase_knob_p60_fdtd_summary.csv,-128.32972336210509,-120,8.329723362105085,,,0.9529364295686514,0.0855890124301115,11.133864061542322,0.8351720449605874,True,False,early_pass,P60 priority-1; lower-height transition check around htrans_04
cpk_refine_htrans_04,height_transition_sweep,combined_phase_knob_p60_fdtd_summary.csv,-131.308,-120,11.307999999999993,,,0.963606,0.019658,49.0189,0.960015,True,False,early_pass,P57 reference; current strongest negative-phase candidate by leakage and ratio
cpk_refine_pos_gap_01,helper_position_gap_recovery,combined_phase_knob_v10_backup_fdtd_summary_p58.csv,-116.53596968616662,-120,3.4640303138333763,,,0.8955437346629211,0.23531695923132812,3.8056914282142835,0.5838267958164166,False,True,near_pass,backup candidate; phase close to -120 but leakage too high
cpk_height_prop_05,helper_plus_height_propagation,combined_phase_knob_v10_top2_fdtd_summary_p57.csv,-109.638,-120,10.361999999999995,,,0.927845,0.205773,4.5091,0.63696,False,True,near_pass,negative-phase anchor from P51-P53; opened phase but leakage was too high
cpk_mbin_transition_01,safe_height_transition_backoff,combined_phase_knob_p66_transition_01_fdtd_summary.csv,-145.40052488732633,-120,25.400524887326327,-60,85.40052488732633,0.8893798698976952,0.2322708323947127,3.829063945418192,0.5858410610000153,False,True,near_pass,P66 transition_01; near-pass but no new missing bin
cpk_mbin_transition_02,safe_height_transition_backoff,combined_phase_knob_p68_transition_02_fdtd_summary.csv,-176.388794,-180,3.611206,-180,3.611206,0.9067189284157264,0.12966386060962137,6.9928422935021946,0.7497761213654716,True,False,early_pass,P68 transition_02; positive result that opens -180 missing bin
cpk_mbin_hprop_01,missing_bin_height_period_phase,combined_phase_knob_p63_top1_fdtd_summary.csv,-90.13462623768037,-120,29.86537376231962,,,0.9181704006006927,0.6197007983834754,1.4816350132117153,0.19407971383700767,False,False,fail,P63 top-1 missing-bin FDTD; negative evidence for high-height -180 push
cpk_rot_release_02,helper_plus_released_rotation,combined_phase_knob_pilot_fdtd_summary_p51_p53.csv,120.25715682505454,120,0.25715682505455106,,,0.9364983370134424,0.06742385860976192,13.88971732426127,0.8656791155646477,True,False,early_pass,
cpk_period_phase_04,helper_plus_period_phase,combined_phase_knob_pilot_fdtd_summary_p51_p53.csv,122.78204446364474,120,2.782044463644752,,,0.7501381117501047,0.09410859827643579,7.9709837940595865,0.7770590109285334,True,False,early_pass,
