candidate_id,family,source_file,phase_deg,nearest_target_bin_deg,phase_error_to_bin_deg,best_missing_target_deg,phase_error_to_best_missing_deg,target_conversion,opposite_spin_leakage,conversion_to_leakage_ratio,PD,early_pass,near_pass,status_class,role
cpk_refine_weak_helper_03,weak_helper_leakage_recovery,combined_phase_knob_p60_fdtd_summary.csv,-115.182,-120,4.817999999999984,,,0.920946,0.100133,9.1972,0.803868,True,False,early_pass,P57 reference; phase-near--120 early-pass comparison
cpk_refine_weak_helper_04,weak_helper_leakage_recovery,combined_phase_knob_p60_fdtd_summary.csv,-113.64385046285496,-120,6.356149537145029,,,0.9327497100218252,0.0834227064963415,11.181005138601561,0.8358099370919736,True,False,early_pass,P60 priority-2; weak-helper local tuning around weak_helper_03
cpk_refine_htrans_03,height_transition_sweep,combined_phase_knob_p60_fdtd_summary.csv,-128.32972336210509,-120,8.329723362105085,,,0.9529364295686514,0.0855890124301115,11.133864061542322,0.8351720449605874,True,False,early_pass,P60 priority-1; lower-height transition check around htrans_04
cpk_refine_htrans_04,height_transition_sweep,combined_phase_knob_p60_fdtd_summary.csv,-131.308,-120,11.307999999999993,,,0.963606,0.019658,49.0189,0.960015,True,False,early_pass,P57 reference; current strongest negative-phase candidate by leakage and ratio
cpk_refine_pos_gap_01,helper_position_gap_recovery,combined_phase_knob_v10_backup_fdtd_summary_p58.csv,-116.53596968616662,-120,3.4640303138333763,,,0.8955437346629211,0.23531695923132812,3.8056914282142835,0.5838267958164166,False,True,near_pass,backup candidate; phase close to -120 but leakage too high
cpk_height_prop_05,helper_plus_height_propagation,combined_phase_knob_v10_top2_fdtd_summary_p57.csv,-109.638,-120,10.361999999999995,,,0.927845,0.205773,4.5091,0.63696,False,True,near_pass,negative-phase anchor from P51-P53; opened phase but leakage was too high
cpk_mbin_transition_01,safe_height_transition_backoff,combined_phase_knob_p66_transition_01_fdtd_summary.csv,-145.40052488732633,-120,25.400524887326327,-60,85.40052488732633,0.8893798698976952,0.2322708323947127,3.829063945418192,0.5858410610000153,False,True,near_pass,P66 transition_01; near-pass but no new missing bin
cpk_mbin_transition_02,safe_height_transition_backoff,combined_phase_knob_p68_transition_02_fdtd_summary.csv,-176.388794,-180,3.611206,-180,3.611206,0.9067189284157264,0.12966386060962137,6.9928422935021946,0.7497761213654716,True,False,early_pass,P68 transition_02; positive result that opens -180 missing bin
cpk_mbin_hprop_01,missing_bin_height_period_phase,combined_phase_knob_p63_top1_fdtd_summary.csv,-90.13462623768037,-120,29.86537376231962,,,0.9181704006006927,0.6197007983834754,1.4816350132117153,0.19407971383700767,False,False,fail,P63 top-1 missing-bin FDTD; negative evidence for high-height -180 push
cpk_rot_release_02,helper_plus_released_rotation,combined_phase_knob_pilot_fdtd_summary_p51_p53.csv,120.25715682505454,120,0.25715682505455106,,,0.9364983370134424,0.06742385860976192,13.88971732426127,0.8656791155646477,True,False,early_pass,
cpk_period_phase_04,helper_plus_period_phase,combined_phase_knob_pilot_fdtd_summary_p51_p53.csv,122.78204446364474,120,2.782044463644752,,,0.7501381117501047,0.09410859827643579,7.9709837940595865,0.7770590109285334,True,False,early_pass,
cpk_mbin_lower_transition_01,lower_height_transition_probe,combined_phase_knob_p75_lower_transition_01_fdtd_summary.csv,179.4676618610021,-180,0.5323381389978965,60,119.4676618610021,0.9151477133673995,0.0846264722112817,10.813965056617185,0.830708827188383,True,False,early_pass,P75 lower-transition 01; early-pass duplicate near -180
cpk_mbin_lower_transition_02,lower_height_transition_probe,combined_phase_knob_p77_lower_transition_02_fdtd_summary.csv,161.07512957025864,-180,18.92487042974136,60,101.07512957025864,0.9549044240313563,0.03636021546774067,26.26234228048785,0.926638731940287,True,False,early_pass,P77 lower-transition 02; early-pass duplicate near -180
cpk_mbin_helper_rot_lower_01,remaining_bin_helper_rotation_probe,combined_phase_knob_p79_remaining_bin_batch_results.csv,-177.98742797597288,-180,2.012572024027122,-60,117.98742797597288,0.9604897595164789,0.10519332330974679,9.130710289284615,0.8025804763060103,True,False,early_pass,P79 helper rotation 105; early-pass duplicate near -180
cpk_mbin_helper_rot_lower_02,remaining_bin_helper_rotation_probe,combined_phase_knob_p79_remaining_bin_batch_results.csv,-165.3676397913848,-180,14.63236020861521,-60,105.36763979138479,0.9678788573908697,0.0671018360033864,14.424029430857898,0.8703321976301631,True,False,early_pass,P79 helper rotation 75; early-pass duplicate near -180
cpk_mbin_helper_weak_lower_01,remaining_bin_weak_helper_probe,combined_phase_knob_p79_remaining_bin_batch_results.csv,176.11240019533437,-180,3.8875998046655695,60,116.11240019533437,0.9211921388626363,0.1294701491589224,7.115092898562845,0.7535456432854425,True,False,early_pass,P79 weak helper h360; early-pass duplicate near -180
cpk_mbin_helper_weak_lower_02,remaining_bin_weak_helper_probe,combined_phase_knob_p79_remaining_bin_batch_results.csv,171.78237328107832,-180,8.217626718921679,60,111.78237328107832,0.9452889841394692,0.07354094406220983,12.853914185925806,0.8556364668390853,True,False,early_pass,P79 weak helper h340; early-pass duplicate near -180
cpk_mbin_nohelper_lower_01,remaining_bin_nohelper_reference,combined_phase_knob_p79_remaining_bin_batch_results.csv,160.88957106662167,-180,19.11042893337833,60,100.88957106662167,0.9673388261871968,0.04620006385450978,20.938040891318654,0.908834156619164,True,False,early_pass,P79 no-helper reference; early-pass duplicate near -180
cpk_mbin_period_guarded_lower_01,remaining_bin_period_guarded_probe,combined_phase_knob_p79_remaining_bin_batch_results.csv,174.42038394013554,-180,5.57961605986452,60,114.42038394013554,0.9394440611522423,0.0915220395034957,10.264675768147576,0.8224538334564152,True,False,early_pass,P79 guarded period 350/340; early-pass duplicate near -180
cpk_branch_core_offset_m30_01,apcd_core_common_rotation_offset,combined_phase_knob_p83_new_phase_branch_top4_results.csv,99.62060522671152,120,20.37939477328848,60,39.62060522671152,0.8007733690365819,0.1787733719124704,4.479265342856379,0.6349875622278525,False,True,near_pass,P83 common -30 core offset; near-pass around covered 120
cpk_branch_core_offset_p30_01,apcd_core_common_rotation_offset,combined_phase_knob_p83_new_phase_branch_top4_results.csv,172.6778847793641,-180,7.322115220635851,60,112.67788477936409,0.9355276300431464,0.3624543850751558,2.581090665650469,0.44151092872832853,False,False,fail,P83 common +30 core offset; nearest covered -180
