candidate_id,candidate_family,source_reference,design_intent,p1_length_nm,p1_width_nm,p2_length_nm,p2_width_nm,p1_frac_x,p1_frac_y,p2_frac_x,p2_frac_y,internal_dx_nm,internal_dy_nm,p1_rotation_deg,p2_rotation_deg,period_x_nm,period_y_nm,height_nm,material,substrate,intended_phase_region,expected_risk,requires_geometry_validation,requires_fdtd,status,notes
aggr_lhs_retention_dy_01,lhs_like_retention_high_dy,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,110,55,70,130,0.75,0.75,0.25,0.25,-40,24,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_lhs_retention_dy_02,lhs_like_retention_high_dy,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,110,56,70,135,0.75,0.75,0.25,0.25,-40,26,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_lhs_retention_dy_03,lhs_like_retention_high_dy,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,55,70,130,0.75,0.75,0.25,0.25,-40,28,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_lhs_retention_dy_04,lhs_like_retention_high_dy,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,56,75,130,0.75,0.75,0.25,0.25,-38,30,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_lhs_retention_dy_05,lhs_like_retention_high_dy,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,55,75,135,0.75,0.75,0.25,0.25,-40,32,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_lhs_retention_dy_06,lhs_like_retention_high_dy,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,120,55,75,130,0.75,0.75,0.25,0.25,-38,34,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p1w_leakctrl_01,lhs_like_leakage_control_p1w,doe_lhs_like_01|fine_p1w_dx_03,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,57,75,135,0.75,0.75,0.25,0.25,-38,24,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p1w_leakctrl_02,lhs_like_leakage_control_p1w,doe_lhs_like_01|fine_p1w_dx_08,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,58,75,135,0.75,0.75,0.25,0.25,-38,26,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p1w_leakctrl_03,lhs_like_leakage_control_p1w,doe_lhs_like_01|gap_lhs_leakred_06,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,120,57,80,135,0.75,0.75,0.25,0.25,-38,28,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p1w_leakctrl_04,lhs_like_leakage_control_p1w,doe_lhs_like_01|gap_bridge_03,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,120,58,80,140,0.75,0.75,0.25,0.25,-36,30,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
