variant_id,candidate_family,p1_length_nm,p1_width_nm,p2_length_nm,p2_width_nm,p1_frac_x,p1_frac_y,p2_frac_x,p2_frac_y,internal_dx_nm,internal_dy_nm,p1_rotation_deg,p2_rotation_deg,period_x_nm,period_y_nm,height_nm,material,substrate,t_alpha_star_from_alpha_real,t_alpha_star_from_alpha_imag,t_alpha_star_from_alpha_abs,phase_deg,phase_shift_vs_baseline_deg,target_conversion,opposite_spin_leakage,conversion_to_leakage_ratio,PD,overall_early_pass,source_result_csv,notes,phase_region,target_bin_deg,target_bin_status
baseline,baseline,130,70,85,150,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.35675399032712,0.9142415295978351,0.9813821804249923,111.31665091018954,0.0,0.9711541351322045,0.0401994772579764,24.158377206667513,0.9205036166065964,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/baseline/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,90_120_usable,,
p1L_m10,one_factor_geometry_variant,120,70,85,150,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.2291002227926229,0.9205348771109366,0.9486155027519193,103.97568470011174,-7.340966210077795,0.9432781844426418,0.08702803074499596,10.838785806802145,0.8310637566530411,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/p1L_m10/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,90_120_usable,,
p1L_m5,one_factor_geometry_variant,125,70,85,150,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.2811712243239574,0.9277274354736336,0.9693995316268303,106.86075741213324,-4.455893498056298,0.9633130891923771,0.03274486508525911,29.418752731328766,0.9342510845978365,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/p1L_m5/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,90_120_usable,,
p1L_p5,one_factor_geometry_variant,135,70,85,150,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.4347133268511511,0.8684071668544278,0.9711367998310689,116.59195034600026,5.275299435810723,0.9445714253434363,0.11078078290051971,8.526491694720443,0.7900591252180209,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/p1L_p5/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,90_120_usable,,
p1L_p10,one_factor_geometry_variant,140,70,85,150,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.5181046940242604,0.7643733876815789,0.9234171049779107,124.13005700428602,12.813406094096479,0.8532489247928811,0.2314567251907657,3.6864296083293766,0.5732358816522403,False,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/p1L_p10/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,other,,
p1W_m5,one_factor_geometry_variant,130,65,85,150,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.2561991699338597,0.9353368486510016,0.9697902015999056,105.31823362781068,-5.998417282378853,0.9630178978367885,0.03327122222380918,28.94447012889415,0.9332097047847876,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/p1W_m5/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,90_120_usable,,
p1W_p5,one_factor_geometry_variant,130,75,85,150,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.4576269847268101,0.8578247085066996,0.972258035541366,118.07875127181353,6.762100361623993,0.9472618562179853,0.11949113699612182,7.927465417303727,0.7759722489524304,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/p1W_p5/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,90_120_usable,,
p2W_m10,one_factor_geometry_variant,130,70,85,140,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.2894507253851519,0.9140942012990362,0.9588273730315137,107.57055018975018,-3.746100720439358,0.9326477741220178,0.3489369565512095,2.6728260122927705,0.4554601842546334,False,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/p2W_m10/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,other,,
p2W_m5,one_factor_geometry_variant,130,70,85,145,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.3222559986457385,0.9180883621911504,0.973003170320627,109.34146132567548,-1.9751895845140552,0.9536094363333241,0.14331073983793746,6.654137976023684,0.7387034299277365,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/p2W_m5/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,90_120_usable,,
p2W_p10,one_factor_geometry_variant,130,70,85,160,0.75,0.75,0.25,0.25,0.0,0.0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.4242797726132951,0.8888152157390654,0.9848887313692196,115.51767735660422,4.201026446414687,0.989295647991839,0.013538327784482138,73.07369592969323,0.9729998621666397,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/p2W_p10/results.csv,existing real FDTD result collected for 09-P1; no new FDTD run; no training; not a steering result,90_120_usable,,
doe_p1w_p2w_02,p1w_p2w_combo,130,60,85,160,0.75,0.75,0.25,0.25,0,0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.2472161543810461,0.9041036089284182,0.9372935306852083,105.293,-6.023650910189531,0.9541,0.2038,4.6819,0.648,False,summary_only:D:/project/blue_plane_wave_metasurface/outputs/apcd_k6_active_learning/first_fdtd_batch_v0_results_summary.csv,09-P13 dataset v1 summary-only row; no new FDTD; no training; not steering result,other,,
doe_p1w_dx_01,p1w_internal_dx_combo,130,60,85,150,0.75,0.75,0.25,0.25,-30,0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.1788038086368039,0.9355529024218128,0.9524862388574991,100.8199,-10.496750910189519,0.9472,0.0915,10.3506,0.8238,True,summary_only:D:/project/blue_plane_wave_metasurface/outputs/apcd_k6_active_learning/first_fdtd_batch_v0_results_summary.csv,09-P13 dataset v1 summary-only row; no new FDTD; no training; not steering result,90_120_usable,,
doe_lhs_like_01,lhs_like_mixed_combo,110,55,70,130,0.75,0.75,0.25,0.25,-40,30,67.5,112.5,340,340,300,c-Si,Al2O3,0.4198863838447232,0.708828036698932,0.8238578523924261,59.3589,-51.95775091018953,0.9188,0.6715,1.3684,0.1555,False,summary_only:D:/project/blue_plane_wave_metasurface/outputs/apcd_k6_active_learning/first_fdtd_batch_v0_results_summary.csv,09-P13 dataset v1 summary-only row; no new FDTD; no training; not steering result,high_leakage_phase_evidence,,
nhood_p1w_dx_05,p1w_dx_neighborhood,130,60,85,150,0.75,0.75,0.25,0.25,-35,0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.1808305415936028,0.9345255229154362,0.9518600935817224,100.9514,-10.365250910189502,0.9463,0.0869,10.886,0.8317,True,summary_only:D:/project/blue_plane_wave_metasurface/outputs/apcd_k6_active_learning/neighborhood_p1w_dx_fdtd_results_v1.csv,09-P13 dataset v1 summary-only row; no new FDTD; no training; not steering result,90_120_usable,,
nhood_p1w_dx_02,p1w_dx_neighborhood,130,55,85,150,0.75,0.75,0.25,0.25,-30,0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.1347815485360421,0.9229231360105533,0.9327128072506177,98.3086,-13.008050910189525,0.9289,0.2153,4.315,0.6237,False,summary_only:D:/project/blue_plane_wave_metasurface/outputs/apcd_k6_active_learning/neighborhood_p1w_dx_fdtd_results_v1.csv,09-P13 dataset v1 summary-only row; no new FDTD; no training; not steering result,other,,
fine_p1w_dx_08,p1w_dx_fine_leakage_control,130,57,85,150,0.75,0.75,0.25,0.25,-34,0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.1499102881279542,0.9301319830907702,0.9421351285537415,99.15568276063478,-12.160968149554748,0.9371572161476376,0.12853745775102376,7.290926960424362,0.758772449746472,True,summary_only:D:/project/blue_plane_wave_metasurface/outputs/apcd_k6_active_learning/p1w_dx_fine_fdtd_results_v1.csv,09-P13 dataset v1 summary-only row; no new FDTD; no training; not steering result,90_120_usable,,
fine_p1w_dx_03,p1w_dx_fine_leakage_control,130,56,85,150,0.75,0.75,0.25,0.25,-33,0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.1396641194544862,0.9289431891822021,0.9393835824576654,98.55022672300163,-12.766424187187909,0.9341050748265248,0.147484033031872,6.333601377847639,0.727282695506685,True,summary_only:D:/project/blue_plane_wave_metasurface/outputs/apcd_k6_active_learning/p1w_dx_fine_fdtd_results_v1.csv,09-P13 dataset v1 summary-only row; no new FDTD; no training; not steering result,90_120_usable,,
aggr_lhs_retention_dy_05,lhs_like_retention_high_dy,115,55,75,135,0.75,0.75,0.25,0.25,-40,32,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,0.2683524894267085,0.8378961424762233,0.8798198702905312,72.24132809604521,-39.07532281414433,0.8570222822237621,0.1028870531101224,8.329738837977422,0.785631727240723,True,summary_only:outputs/apcd_k6_active_learning/aggressive_phase_gap_top2_fdtd_results_v1.csv,09-P19 dataset v2 row from 09-P18 summary; no new FDTD in this stage; no training; not steering result,60_90_usable,,
aggr_p1w_leakctrl_04,lhs_like_leakage_control_p1w,120,58,80,140,0.75,0.75,0.25,0.25,-36,30,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,0.1371896062263708,0.8798337055076977,0.8904652364937964,81.13742146297955,-30.17922944720999,0.8718902349705875,0.09911912635679705,8.796387407857752,0.7958431086149413,True,summary_only:outputs/apcd_k6_active_learning/aggressive_phase_gap_top2_fdtd_results_v1.csv,09-P19 dataset v2 row from 09-P18 summary; no new FDTD in this stage; no training; not steering result,60_90_usable,,
next_zero_rot_anchor_03,zero_bin_probe,115,55,75,135,0.75,0.75,0.25,0.25,-40,36,22.5,67.5,340.0,340.0,300.0,c-Si,Al2O3,0.4861090662723914,0.1845484632767293,0.5199616905215407,20.788972844777305,-90.52767806541222,0.5125041298645276,0.45007533270235894,1.1387074399016555,0.06485573356783089,False,summary_only:outputs/apcd_k6_active_learning/next_phase_gap_top2_fdtd_results_v2.csv,09-P24 dataset v3 row from 09-P23 summary; target_bin_status=evidence_only; not usable if early_pass is false; no new FDTD in this stage; not steering result,target_bin_evidence_only,0,evidence_only
next_rot_anchor_04,rotation_assisted_anchor_probe,115,55,75,135,0.75,0.75,0.25,0.25,-40,32,127.5,172.5,340.0,340.0,300.0,c-Si,Al2O3,-0.4905872363933683,0.1998671538222805,0.5297383464401098,157.83382648796396,46.517175577774424,0.4526296212631516,0.544645601389285,0.8310534779106825,-0.09226738821536919,False,summary_only:outputs/apcd_k6_active_learning/next_phase_gap_top2_fdtd_results_v2.csv,09-P24 dataset v3 row from 09-P23 summary; target_bin_status=open_gap; not usable if early_pass is false; no new FDTD in this stage; not steering result,target_bin_open_gap,-60,open_gap
focus_zero_leakred_07,zero_bin_leakage_reduction,116,58,76,138,0.75,0.75,0.25,0.25,-38,30,22.5,67.5,340.0,340.0,300.0,c-Si,Al2O3,0.4570326202099825,0.269587846215615,0.5306189053955542,30.534894730576525,-80.781756179613,0.5327046775079014,0.469513841744978,1.1345878015607294,0.0630509560030551,False,summary_only:outputs/apcd_k6_active_learning/focused_next_gap_top2_fdtd_results_v3.csv,09-P27 dataset v4 row from 09-P26 summary; target_bin_status=evidence_only; usable only if early-pass and close to target; no new FDTD in this stage; not steering result,target_bin_evidence_only,0,evidence_only
focus_neg60_geom_04,negative_phase_redesign,118,58,80,148,0.75,0.75,0.25,0.25,-36,-32,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,0.1104947046307901,0.9176371519300808,0.9242656665449581,83.13394588891055,-28.18270502127899,0.8929435782636037,0.08113267089413602,11.00596798321521,0.8334161807872716,True,summary_only:outputs/apcd_k6_active_learning/focused_next_gap_top2_fdtd_results_v3.csv,09-P27 dataset v4 row from 09-P26 summary; target_bin_status=open_gap; usable only if early-pass and close to target; no new FDTD in this stage; not steering result,usable_but_not_target,-60,open_gap
